id,orca
k56b,0.8269796892791277
k67b,0.8269796892791277
m29b2,0.9246679660380042
m104,0.9441228406832771
m29w2,0.9646547326893361
m38a,0.9816868542967947
m29g1,0.987722051032543
j32,0.9908989142468444
h36,0.9924097970716667
a35,0.9933726526007085
d4a,0.9960074050509843
c6d,0.9973128819161162
h4,0.9980259669637493
k73,0.9984258113177963
k10,0.9986847264077585
a5,0.9990829396156988
m75b1,0.9992864414683134
m8,0.9994419490823481
f65,0.9995857446326665
c6,0.9996710871209624
